,nama_user,rating,waktu,ulasan,preprocessing,stemming_ulasan
757,fachru hariandi,5,2022-04-27 20:55:36,Aplikasi yg sangat membantu pelanggan dan calon pelanggan. Fitur yang tersedia sangat lengkap dan mudah untuk diakses. Semoga kedepan terus berkembang dengan fitur tambahan.,"['aplikasi', 'membantu', 'pelanggan', 'calon', 'pelanggan', 'fitur', 'tersedia', 'lengkap', 'mudah', 'diakses', 'semoga', 'kedepan', 'berkembang', 'fitur', 'tambahan']",aplikasi bantu langgan calon langgan fitur sedia lengkap mudah akses moga depan kembang fitur tambah
758,Anam Lyrics,2,2022-04-27 20:00:33,"Refund dana Iconnect yg lama, sampe saat ini belum ada respon. Padahal bukan kesalahan customer tapi memang area coveragenya agak jauh. Seharusnya diperbaiki, jika memang area jauh dari pusatnya, seharusnya tertulis tidak tercover. Membuat rugi pelanggan karena refund tidak tau kapan cair.","['pengembalian', 'dana', 'iconnect', 'respon', 'kesalahan', 'customer', 'area', 'coveragenya', 'diperbaiki', 'area', 'pusatnya', 'tertulis', 'tercover', 'rugi', 'pelanggan', 'pengembalian', 'dana', 'cair']",kembali dana iconnect respon salah customer area coveragenya baik area pusat tulis tercover rugi langgan kembali dana cair
759,Deni Hasan,1,2022-04-27 18:55:06,"tolong untuk setiap kali ada permohonan emailnya slalu kosong, jgn seperti yg sy alami. waktu permohonan pasang baru itu memang sy, tetapi ada pernohonan selanjutnya dgn pelanggan yg sama itu msh memakai email sy. pdhl sy tidak pernah melakukan permohonan lagi atas pelanggan tersebut","['tolong', 'kali', 'permohonan', 'emailnya', 'kosong', 'alami', 'permohonan', 'pasang', 'sy', 'permohonan', 'pelanggan', 'memakai', 'email', 'sy', 'permohonan', 'pelanggan']",tolong kali mohon email kosong alami mohon pasang sy mohon langgan pakai email sy mohon langgan
760,Abu Rahman,1,2022-04-27 18:30:26,"Maaf Pln saya baru download dan mau pengajuan nambah daya dari aplikasi diminta upgrade akun sehingga saya upgrade dan diminta foto ktp dan foto selfi dengan ktp setelah berhasil ternyata akun saya ada yang merubah nomor telpon saya dan digunakan untuk pembuatan pemasangan baru sebanyak 3 . Saya minta bantu solusinya agar akun saya tidak disalah gunakan lagi, atas perhatiannya saya ucapkan terimakasih","['maaf', 'pln', 'unduh', 'pengajuan', 'bertambah', 'daya', 'aplikasi', 'meningkatkan', 'akun', 'meningkatkan', 'foto', 'ktp', 'foto', 'selfie', 'ktp', 'berhasil', 'akun', 'merubah', 'nomor', 'telepon', 'pembuatan', 'pemasangan', 'bantu', 'solusinya', 'akun', 'disalah', 'perhatiannya', 'ucapkan', 'terima', 'kasih']",maaf pln unduh aju tambah daya aplikasi tingkat akun tingkat foto ktp foto selfie ktp hasil akun rubah nomor telepon buat pasang bantu solusi akun salah perhati ucap terima kasih
761,Hanif Permana,1,2022-04-27 18:22:06,"Permisi, kok gak bisa kirim pengaduan iconnect lewat app pln mobile ya..... Tulisannya ""terjadi kesalahan. Data tdk dapat diperoleh -V005"". Padahal koneksi saya lancar aja. Mohon perbaiki ya... Terimakasih (Android 6.0 Marsmallow)","['permisi', 'kirim', 'pengaduan', 'iconnect', 'aplikasi', 'pln', 'mobile', 'ya', 'tulisannya', 'kesalahan', 'data', 'diperoleh', 'v', 'koneksi', 'lancar', 'aja', 'mohon', 'perbaiki', 'ya', 'terima', 'kasih', 'android', 'marsmallow']",permisi kirim adu iconnect aplikasi pln mobile ya tulis salah data oleh v koneksi lancar aja mohon baik ya terima kasih android marsmallow
762,Olinx 13,1,2022-04-27 15:46:06,"Verifikasi foto susah banget, kualitas foto asli dan di app jauh berebeda, udah ikutin petunjuk buat clearen playstore nya juga masih sama aja padahal jaringan dalam kondisi sangat lancar","['verifikasi', 'foto', 'sulit', 'banget', 'kualitas', 'foto', 'asli', 'aplikasi', 'berebeda', 'mengikuti', 'petunjuk', 'clearen', 'playstore', 'nya', 'jaringan', 'kondisi', 'lancar']",verifikasi foto sulit banget kualitas foto asli aplikasi berebeda ikut tunjuk clearen playstore nya jaring kondisi lancar
763,ayu agustina,4,2022-04-27 14:45:40,"instalasi pemasangan suka error, muncul tulisan di kwh ""Periksa"" setiap bulan pada saat pengisian pulsa listrik seperti itu. mohon diperbaiki lg sistem instalasinya terimakasih","['instalasi', 'pemasangan', 'suka', 'error', 'muncul', 'tulisan', 'kwh', 'periksa', 'pengisian', 'pulsa', 'listrik', 'mohon', 'diperbaiki', 'sistem', 'instalasinya', 'terima', 'kasih']",instalasi pasang suka error muncul tulis kwh periksa isi pulsa listrik mohon baik sistem instalasi terima kasih
764,endang afria,5,2022-04-27 13:33:34,"Aplikasi yang sangat membantu dan memudahkan bagi pelanggan PLN, terutama seperti saya yang memiliki kegiatan yang sangat mobil, dengan aplikasi ini semua terkait produk PLN bisa kita gunakan dengan mudah...","['aplikasi', 'membantu', 'memudahkan', 'pelanggan', 'pln', 'memiliki', 'kegiatan', 'mobil', 'aplikasi', 'terkait', 'produk', 'pln', 'mudah']",aplikasi bantu mudah langgan pln milik giat mobil aplikasi kait produk pln mudah
765,Asep Indra,5,2022-04-27 10:13:37,"Saya sebagai Rakyat Indonesia mengucapkan Terima kasih sebanyak - banyaknya kepada PLN karena telah menjaga pasokan energi listrik negri ini. Dan dengan adanya Aplikasi PLN MOBILE sangat membantu mempermudah kepada kami dalam hal pelayanan keperluan listrik, PLN terbaik... thanksss....","['rakyat', 'indonesia', 'terima', 'kasih', 'banyaknya', 'pln', 'menjaga', 'pasokan', 'energi', 'listrik', 'negeri', 'aplikasi', 'pln', 'mobile', 'membantu', 'mempermudah', 'pelayanan', 'keperluan', 'listrik', 'pln', 'terbaik', 'thankss']",rakyat indonesia terima kasih banyak pln jaga pasok energi listrik negeri aplikasi pln mobile bantu mudah layan perlu listrik pln baik thankss
766,Niswatun Choiroh,2,2022-04-27 02:37:09,"Pakai aplikasi yg seharusnya dipermudah ini malah semakin sulit,gk semua lapisan masyarakat paham internet dan wajib daftar via pln mobile,dan yg membuat kecewa di apl jelas2 dapat subsidi dan anehnya setelah pelunasan baru dapat notif kalau nik sudah terpakai dan alamat tidak sesuai KTP,helloooo kenapa tidak dari awal daftar saja pemberitahuannya biar kita gak repot2 bayar kalau ujung2nya ditolak dan uang dikembalikan...!!! Kalau aplikasi blm siap mendingan balik ke manual saja lebih mudah.","['pakai', 'aplikasi', 'dipermudah', 'sulit', 'gk', 'lapisan', 'masyarakat', 'paham', 'internet', 'wajib', 'daftar', 'via', 'pln', 'mobile', 'kecewa', 'aplikasi', 'subsidi', 'anehnya', 'pelunasan', 'pemberitahuan', 'nik', 'terpakai', 'alamat', 'sesuai', 'ktp', 'helloo', 'daftar', 'pemberitahuannya', 'biar', 'repot', 'bayar', 'ujung', 'ujungnya', 'ditolak', 'uang', 'dikembalikan', 'aplikasi', 'manual', 'mudah']",pakai aplikasi mudah sulit gk lapis masyarakat paham internet wajib daftar via pln mobile kecewa aplikasi subsidi aneh lunas pemberitahuan nik pakai alamat sesuai ktp helloo daftar pemberitahuannya biar repot bayar ujung ujung tolak uang kembali aplikasi manual mudah
767,Shaheer Elhadaddi,5,2022-04-27 00:40:31,"Terima kasih PLN mobile sangat membantu, untuk kedepannya harap respon cepat tanggapnya lebih baik lagi ya dalam membantu terlebih kami yang didaerah terpencil.","['terima', 'kasih', 'pln', 'mobile', 'membantu', 'kedepannya', 'harap', 'respon', 'cepat', 'tanggapnya', 'iya', 'membantu', 'didaerah', 'terpencil']",terima kasih pln mobile bantu depan harap respon cepat tanggap iya bantu daerah pencil
768,Yana Mulyana,4,2022-04-26 22:37:58,"Cukup membatu,tp saya coba belanja d marketplace PLN mobile,udah hampir mau 1 bulan barang masih belum d kirim,mau nanya kapan d kirim,ga ada fitur pesan nya,sebaiknya kalo belum siap jangan dulu d promosikan.terima kasih","['membatu', 'tp', 'coba', 'belanja', 'marketplace', 'pln', 'mobile', 'udah', 'barang', 'kirim', 'kirim', 'ga', 'fitur', 'pesan', 'nya', 'promosikan', 'terima', 'kasih']",batu tp coba belanja marketplace pln mobile udah barang kirim kirim ga fitur pesan nya promosi terima kasih
769,henry dunan,5,2022-04-26 21:15:08,Saya sangat senang dan puas dengan Aplikasi ini yang mana sangat membantu pelanggan PLN. Di mana fitur2 yang ada di aplikasi mudah di pahami dan di gunakan.,"['senang', 'puas', 'aplikasi', 'membantu', 'pelanggan', 'pln', 'fitur', 'aplikasi', 'mudah', 'pahami']",senang puas aplikasi bantu langgan pln fitur aplikasi mudah paham
770,Agung Nugroho,4,2022-04-26 19:26:31,"Saran saya, sistem keamanannya ditingkatkan lagi, kemarin dapat email notifikasi kalau nomor telepon yang terdaftar di PLN mobile telah diganti nomor lain, nggak tau nomor siapa itu, saya juga gak pernah menggantinya.","['saran', 'sistem', 'keamanannya', 'ditingkatkan', 'kemarin', 'email', 'pemberitahuan', 'nomor', 'telepon', 'terdaftar', 'pln', 'mobile', 'diganti', 'nomor', 'nomor', 'menggantinya']",saran sistem aman tingkat kemarin email pemberitahuan nomor telepon daftar pln mobile ganti nomor nomor ganti
771,alvi h,5,2022-04-26 15:27:44,"Setelah di update Pemberian rating layanan menjadi tidak ada Kalau begini, jadi tidak terbangun reformasi layanan pln khusus nya bagian teknis apalagi pada rayon yg sangat tidak respond pada gangguan","['perbarui', 'pemberian', 'rating', 'layanan', 'terbangun', 'reformasi', 'layanan', 'pln', 'khusus', 'nya', 'teknis', 'rayon', 'respond', 'gangguan']",baru beri rating layan bangun reformasi layan pln khusus nya teknis rayon respond ganggu
772,Ahmad Fadli,5,2022-04-26 15:26:49,"Aplikasi mantab, gampang beli token listrik (serius gak kena biaya adm lho) kalau beli lwt mbanking kena adm minimal 2500, lwt aplikasi ini gratis..tis..tis...coba aja 100 kali isi ulang token dikali 2500 perak berapa uang kalian yg hilang kalau beli pulsa listriknya lwt m-bangking.....makanya ayoo isi token lwt aplikasi PLN Mobile","['aplikasi', 'mantab', 'gampang', 'beli', 'token', 'listrik', 'serius', 'kena', 'biaya', 'admin', 'lho', 'beli', 'mbanking', 'kena', 'admin', 'minimal', 'aplikasi', 'gratis', 'tis', 'coba', 'kali', 'isi', 'ulang', 'token', 'dikali', 'perak', 'uang', 'hilang', 'beli', 'pulsa', 'listriknya', 'm', 'bangking', 'ayo', 'isi', 'token', 'aplikasi', 'pln', 'mobile']",aplikasi mantab gampang beli token listrik serius kena biaya admin lho beli mbanking kena admin minimal aplikasi gratis tis coba kali isi ulang token kali perak uang hilang beli pulsa listrik m bangking ayo isi token aplikasi pln mobile
773,Anto Pintar,5,2022-04-26 12:12:46,dengan adanya aplikasi pln mobale..semua terasa mudah dan aplikasi y juga mudah di mengerti...trimakasi pln. mobile.. pln jaya slalu.,"['aplikasi', 'pln', 'mobale', 'mudah', 'aplikasi', 'ya', 'mudah', 'mengerti', 'trimakasi', 'pln', 'mobile', 'pln', 'jaya', 'slalu']",aplikasi pln mobale mudah aplikasi ya mudah erti trimakasi pln mobile pln jaya slalu
774,Be The Best,1,2022-04-26 11:05:18,"Ini aplikasi lemot banget responnya untuk pengaduan gangguannnya, terlalu berbelit Belit dan lama banget kasih solusi, ujung-ujungnya tetep telpon dah ke pusat centernya, hadeeewh sangat mengecewakan sekali...😤 Mohon ditingkatkan lagi untuk pelayanan pengaduan gangguannnya, baik via aplikasi atau via call centernya, terimakasih.","['aplikasi', 'lambat', 'banget', 'responnya', 'pengaduan', 'gangguannya', 'berbelit', 'belit', 'banget', 'kasih', 'solusi', 'ujung', 'ujungnya', 'telepon', 'deh', 'pusat', 'centernya', 'hadeewh', 'mengecewakan', 'mohon', 'ditingkatkan', 'pelayanan', 'pengaduan', 'gangguannya', 'via', 'aplikasi', 'via', 'call', 'centernya', 'terimakasih']",aplikasi lambat banget responnya adu ganggu belit belit banget kasih solusi ujung ujung telepon deh pusat centernya hadeewh kecewa mohon tingkat layan adu ganggu via aplikasi via call centernya terimakasih
775,Agum Gumilar,2,2022-04-26 09:53:14,"Setiap mau ambil foto waktu kendala tulisan periksa, balik terus ke home. Mohon diperbaiki supaya tidak perlu diulangi lagi.","['ambil', 'foto', 'kendala', 'tulisan', 'periksa', 'home', 'mohon', 'diperbaiki', 'diulangi']",ambil foto kendala tulis periksa home mohon baik ulang
776,Fanni Prancahyo,5,2022-04-26 09:50:44,"Aplikasi ini sangat terasa membantu sekali saat ada permasalahan atau urusan dengan jaringan kelistrikan di rumah saya, tinggal sentuh2 layar handphone, ga lama petugas datang. Jadi ga perlu repot telpon. Udah setara dengan aplikasi2 Ojol yg kini banyak digunakan masyarakat. Terobosan keren, PLN!","['aplikasi', 'membantu', 'permasalahan', 'urusan', 'jaringan', 'kelistrikan', 'rumah', 'tinggal', 'sentuh', 'layar', 'handphone', 'petugas', 'repot', 'telpon', 'setara', 'aplikasi', 'ojek', 'online', 'masyarakat', 'terobosan', 'keren', 'pln']",aplikasi bantu masalah urus jaring listrik rumah tinggal sentuh layar handphone tugas repot telpon tara aplikasi ojek online masyarakat terobos keren pln
777,Marcho Black,5,2022-04-26 09:29:55,"Sangat Membantu bagi Pelanggan yang jauh dengan Aplikasi PLN Mobile ini , Semoga Aplikasi ini semakin mudah digunakan dan bisa berkomunikasi dengan baik, Sukses selalu PLN","['membantu', 'pelanggan', 'aplikasi', 'pln', 'mobile', 'semoga', 'aplikasi', 'mudah', 'berkomunikasi', 'sukses', 'pln']",bantu langgan aplikasi pln mobile moga aplikasi mudah komunikasi sukses pln
778,Vandiyan Rismawan,4,2022-04-26 08:22:28,"Min mau tambah daya tapi selalu ada peringatan untuk selesaikan permohonan yg lain, padahal belum bikin permohonan apa pun krna baru aktivasi akun juga, mohon bantuannya min 🙏","['min', 'daya', 'peringatan', 'selesaikan', 'permohonan', 'permohonan', 'aktivasi', 'akun', 'mohon', 'bantuannya', 'min']",min daya ingat selesai mohon mohon aktivasi akun mohon bantu min
779,shabira & azahra fajar apriyanto pamungkas,5,2022-04-26 08:10:30,Akhir akhir ini selama bulan maret 2022 ko aplikasi agak lambat y respon nya ketika mengoperasikan aplikasi nya agak lambat loading nya. Semoga apikasi pln mobile bisa lebih baik lagi..,"['maret', 'aplikasi', 'lambat', 'ya', 'respon', 'nya', 'mengoperasikan', 'aplikasi', 'nya', 'lambat', 'loading', 'nya', 'semoga', 'apikasi', 'pln', 'mobile']",maret aplikasi lambat ya respon nya operasi aplikasi nya lambat loading nya moga apikasi pln mobile
780,Cipie T. Makmur,4,2022-04-26 06:43:39,"Sblmnya petugas pencatat meter yg ketuk2 pagar, itupun jika ada org dirumah dan mendengar ketukan dipagar, tentu dibuka. Sering kali tdk mendengar ketukan, shg tdk ada catatan meter yg sesungguhnya. Maka akibatnya tagihan akan dipukul rata pemakaian nya oleh PLN. Terimakasih PLN ada PLN mobile/ swacam. Namun saya sering kali lupa utk ambil foto dgn swacam, sering.... Dan dari seminggu lalu mulai meng active kan alarm di laptop. Setiap tgl 24-27 setiap bulan. Terimakasih PLN. Salam/Cipie","['petugas', 'pencatat', 'meter', 'ketuk', 'pagar', 'itupun', 'orang', 'dirumah', 'mendengar', 'ketukan', 'dipagar', 'dibuka', 'kali', 'mendengar', 'ketukan', 'catatan', 'meter', 'sesungguhnya', 'akibatnya', 'tagihan', 'dipukul', 'pemakaian', 'nya', 'pln', 'terima', 'kasih', 'pln', 'pln', 'mobile', 'swacam', 'kali', 'lupa', 'ambil', 'foto', 'swacam', 'seminggu', 'meng', 'active', 'alarm', 'laptop', 'tanggal', 'terima', 'kasih', 'pln', 'salam', 'cipie']",tugas catat meter ketuk pagar itu orang rumah dengar ketu pagar buka kali dengar ketu catat meter sungguh akibat tagih pukul pakai nya pln terima kasih pln pln mobile swacam kali lupa ambil foto swacam minggu meng active alarm laptop tanggal terima kasih pln salam cipie
781,1 oneman,5,2022-04-26 06:34:52,"berguna banget,,sempet panik karna listrik tiba-tiba padam,tapi setelah make aplikasi ini,beneran dong respon cepet asal apa yg kita ajuin bener,,mantap bgt PLN mobile thanks","['berguna', 'banget', 'sempet', 'panik', 'listrik', 'padam', 'memakai', 'aplikasi', 'beneran', 'respon', 'cepat', 'ajuin', 'bener', 'mantap', 'banget', 'pln', 'mobile', 'terima', 'kasih']",guna banget sempet panik listrik padam pakai aplikasi beneran respon cepat ajuin bener mantap banget pln mobile terima kasih
782,Irmawati dwi fibrianti,5,2022-04-25 21:56:05,"Pengajuan proses penambahan daya menjadi lebih mudah, pengisian ulang token jg makin mudah banyak alternatif proses pembayaran. Info pemadaman jg update 👍","['pengajuan', 'proses', 'penambahan', 'daya', 'mudah', 'pengisian', 'ulang', 'token', 'mudah', 'alternatif', 'proses', 'pembayaran', 'informasi', 'pemadaman', 'perbarui']",aju proses tambah daya mudah isi ulang token mudah alternatif proses bayar informasi madam baru
783,Khairuddinnoor Hasibuan,5,2022-04-25 20:25:18,"aplikasinya sangat bermanfaat.pengaduan saya mengenai terjadinya mati listrik beberapa rumah di kompleks saya,ada beberapa yang hidup,saya hub call centre,pengaduan saya di respon,dan saya bisa memantau proses pengerjaan melalui aplikasi ini.dan saya dihubungi oleh ranting terdekat.call center dan aplikasi ini sangat b ermanfaat.terima kasih","['aplikasinya', 'bermanfaat', 'pengaduan', 'mati', 'listrik', 'rumah', 'kompleks', 'hidup', 'hubungi', 'call', 'centre', 'pengaduan', 'respon', 'memantau', 'proses', 'pengerjaan', 'aplikasi', 'dihubungi', 'ranting', 'terdekat', 'call', 'center', 'aplikasi', 'b', 'ermanfaat', 'terima', 'kasih']",aplikasi manfaat adu mati listrik rumah kompleks hidup hubung call centre adu respon pantau proses kerja aplikasi hubung ranting dekat call center aplikasi b ermanfaat terima kasih
784,Rahmat Rahmat,5,2022-04-25 20:14:28,"wooowww,,, pln mobile, semakin didepan, semakin memudahkan, cukup kutak katik hp, gak perlu keluar rumah, dan yang penting gak ribet... gak punya aplikasi pln mobile, gak keren lohh,, balik ajah kejaman batu🙊🙊🙊🙊","['wooww', 'pln', 'mobile', 'didepan', 'memudahkan', 'kutak', 'katik', 'hp', 'rumah', 'ribet', 'aplikasi', 'pln', 'mobile', 'keren', 'lohh', 'zaman', 'batu']",wooww pln mobile depan mudah kutak katik hp rumah ribet aplikasi pln mobile keren lohh zaman batu
785,Taher Tuahuns,5,2022-04-25 19:36:43,"Terima kasih PLN, dengan Adanya aplikasi ini sangat membantu dan memudahkan saya, baik dalam Laporan gangguan maupun penanganan Gangguanya, serta Pembayaran Rekening Listrik. Terus Maju PLN....","['terima', 'kasih', 'pln', 'aplikasi', 'membantu', 'memudahkan', 'laporan', 'gangguan', 'penanganan', 'gangguanya', 'pembayaran', 'rekening', 'listrik', 'maju', 'pln']",terima kasih pln aplikasi bantu mudah lapor ganggu tangan gangguanya bayar rekening listrik maju pln
786,YOFI XABRE,1,2022-04-25 17:26:52,"Pembelian token 500rb pada tanggal 25 April di apps ini, status lunas tapi nomer token tidak dikirim. Terpaksa kontak 123 untuk meminta nomer tokennya. Mohon diperbaiki sistem anda. Sudah uninstall dan install apps 3 kali tetap tidak ada nomer tokennya. Dan memakai menu bantuan chat untuk meminta nomer token.","['pembelian', 'token', 'rb', 'tanggal', 'april', 'aplikasi', 'status', 'lunas', 'nomor', 'token', 'dikirim', 'terpaksa', 'kontak', 'nomor', 'tokennya', 'mohon', 'diperbaiki', 'sistem', 'uninstall', 'install', 'aplikasi', 'kali', 'nomor', 'tokennya', 'memakai', 'menu', 'bantuan', 'chat', 'nomor', 'token']",beli token rb tanggal april aplikasi status lunas nomor token kirim paksa kontak nomor tokennya mohon baik sistem uninstall install aplikasi kali nomor tokennya pakai menu bantu chat nomor token
787,Ario Wulung,5,2022-04-25 16:21:48,"Sangat praktis dan bermanfaat, sudah bisa beli pulsa, cepat dalam melapor pengaduan maupun pasang baru dan penambahan daya. Sudah banyak kemajuan dari versi sebelumnya. Tks","['praktis', 'bermanfaat', 'beli', 'pulsa', 'cepat', 'melapor', 'pengaduan', 'pasang', 'penambahan', 'daya', 'kemajuan', 'versi', 'terima', 'kasih']",praktis manfaat beli pulsa cepat lapor adu pasang tambah daya maju versi terima kasih
788,Jopie Powan,5,2022-04-25 15:15:39,"Aplikasi lemot,mau naik daya dsuruh blanja 100rb,ga tau redeemed kupon naik dayanya dimana,mau plih menu naik daya,kecamatan dan kelurahan jg g tersedia sesuai plihan,muter2 trus lemot bgt","['aplikasi', 'lemot', 'daya', 'disuruh', 'blanja', 'rb', 'ga', 'redeemed', 'kupon', 'dayanya', 'dimana', 'pilih', 'menu', 'daya', 'kecamatan', 'kelurahan', 'tersedia', 'sesuai', 'plihan', 'muter', 'lambat', 'banget']",aplikasi lot daya suruh blanja rb ga redeemed kupon daya mana pilih menu daya camat lurah sedia sesuai plihan muter lambat banget
789,Heldi Tindra,5,2022-04-25 14:44:22,"Super Aplikasi, Feature lengkap dan sangat membantu bgt dalam pelaporan gangguan dan transaksi lainnya, semua jadi lebih mudah dlm 1 genggaman tanpa harus ke PLN👍","['super', 'aplikasi', 'feature', 'lengkap', 'membantu', 'banget', 'pelaporan', 'gangguan', 'transaksi', 'mudah', 'genggaman', 'pln']",super aplikasi feature lengkap bantu banget lapor ganggu transaksi mudah genggam pln
790,queen billy,5,2022-04-25 14:17:43,"tenang aja, baru adaptasi aplikasi PLN Mobile .. terus maju, sambil ber-inovasi, kreatif dan cerdas dalam mengoptimalkan dengan cara yang sederhana tentunya bisa berdampak pada pengeperasional hm saya mendukung dengan energi bersih ramah lingkungan kedepannya","['tenang', 'aja', 'adaptasi', 'aplikasi', 'pln', 'mobile', 'maju', 'ber', 'inovasi', 'kreatif', 'cerdas', 'mengoptimalkan', 'sederhana', 'berdampak', 'pengeperasional', 'hm', 'mendukung', 'energi', 'bersih', 'ramah', 'lingkungan', 'kedepannya']",tenang aja adaptasi aplikasi pln mobile maju ber inovasi kreatif cerdas optimal sederhana dampak rasional hm dukung energi bersih ramah lingkung depan
791,Heribertus Satrio Wahyu Sutrisno,5,2022-04-25 13:48:12,Respon pasang baru sangat cepat melalui aplikasi PLN mobile ... kerennn... segala kebutuhan listrik bisa di akomodir lewat aplikasi ini... sukses selalu PLN.,"['respon', 'pasang', 'cepat', 'aplikasi', 'pln', 'mobile', 'kerenn', 'kebutuhan', 'listrik', 'akomodir', 'aplikasi', 'sukses', 'pln']",respon pasang cepat aplikasi pln mobile kerenn butuh listrik akomodir aplikasi sukses pln
792,Andita YP,5,2022-04-25 13:11:46,Kondisi terkini selalu di update yah dan pengalaman customer experience-nya pun baik kok. Aplikasi jg mudah digunakan.,"['kondisi', 'terkini', 'perbarui', 'ya', 'pengalaman', 'customer', 'experience', 'nya', 'aplikasi', 'mudah']",kondisi kini baru ya alam customer experience nya aplikasi mudah
793,M. Arief Samsudin,5,2022-04-25 13:10:50,"1. Bebrapa fitur belum bisa diakses, misalnya Grafik pemakaian. 2. Apabila memiliki 2 nomor rekening atau lebih, Detil informasi hanya dapat menampilkan 1 nomor rekening. 3. Titik Wilayah/Titik Lokasi tidak sesuai Aktual Anyway... Tambahan hari ini Selass 25 Mei 2021. Sudah daftar utk Tambah Daya, Notif saya terima ""Progres dapat dilihat pada MENU STATUS PERMOHONAN"" dan ternyata menu dimaksud TIDAK ADA (sudah konfirm ke 123). Jadi bunyi notif cenderung menyesatkan.","['fitur', 'diakses', 'grafik', 'pemakaian', 'memiliki', 'nomor', 'rekening', 'detail', 'informasi', 'menampilkan', 'nomor', 'rekening', 'titik', 'wilayah', 'titik', 'lokasi', 'sesuai', 'aktual', 'anyway', 'tambahan', 'selasa', 'mei', 'daftar', 'daya', 'pemberitahuan', 'terima', 'progres', 'menu', 'status', 'permohonan', 'menu', 'konfirm', 'bunyi', 'pemberitahuan', 'cenderung', 'menyesatkan']",fitur akses grafik pakai milik nomor rekening detail informasi tampil nomor rekening titik wilayah titik lokasi sesuai aktual anyway tambah selasa mei daftar daya pemberitahuan terima progres menu status mohon menu konfirm bunyi pemberitahuan cenderung sesat
794,Adrianus Up,5,2022-04-25 12:54:55,"Aplikasi PLN Mobile bikin mudah bagi pelanggan dalam meng akses informasi serta melakukan berbagai keperluan terkait listrik, efekrif dan efisien bagi pelanggan, tidak perlu lagi harus keluar rumah & apalagi sekarang masih pandemi COVID-19, kita bisa menghidari penyebaranya. PLN luar biasa dengan terobosannya....PLN memang Terbaik.","['aplikasi', 'pln', 'mobile', 'mudah', 'pelanggan', 'meng', 'akses', 'informasi', 'keperluan', 'terkait', 'listrik', 'efekrif', 'efisien', 'pelanggan', 'rumah', 'pandemi', 'covid', 'menghidari', 'penyebaranya', 'pln', 'terobosannya', 'pln', 'terbaik']",aplikasi pln mobile mudah langgan meng akses informasi perlu kait listrik efekrif efisien langgan rumah pandemi covid menghidari bara pln terobos pln baik
795,Ardhy,5,2022-04-25 12:51:47,"Pelayanannya bagus,,Setiap kali pengaduan gangguan jaringan / Ada pemadaman cepat di tanggapi dan di atasi,,,,,trima kasih, Aplikasinya sangat membantu.","['pelayanannya', 'bagus', 'kali', 'pengaduan', 'gangguan', 'jaringan', 'pemadaman', 'cepat', 'tanggapi', 'atasi', 'trima', 'kasih', 'aplikasinya', 'membantu']",layan bagus kali adu ganggu jaring madam cepat tanggap atas trima kasih aplikasi bantu
796,Zuniati Siregar,1,2022-04-25 10:20:59,"Ribet. Minta migrasi, tapi menu yang tersedia ""Tambah daya dan Migrasi"". Siapaaaaa juga yang mau tambah daya. Terus pembayaran tidak bisa pakai offline. Gimana orang tua yang nggak punya e-wallet ataupun internet banking.","['ribet', 'migrasi', 'menu', 'tersedia', 'daya', 'migrasi', 'siapaa', 'daya', 'pembayaran', 'pakai', 'offline', 'orang', 'tua', 'e', 'wallet', 'internet', 'banking']",ribet migrasi menu sedia daya migrasi siapaa daya bayar pakai offline orang tua e wallet internet banking
797,Edy Cek Sinaga,5,2022-04-25 10:11:16,"Mantap terasa lebih dekat dan mudah. Kontrol,beli,laporan gangguan jd lebih mudah dan cepat,tingkatkan terus pln....bravo","['mantap', 'mudah', 'kontrol', 'beli', 'laporan', 'gangguan', 'mudah', 'cepat', 'tingkatkan', 'pln', 'bravo']",mantap mudah kontrol beli lapor ganggu mudah cepat tingkat pln bravo
798,Donny Satriyawan,5,2022-04-25 09:53:58,"semua semakin mudah dan gampang hanya cukup mendownload aplikasi ini sy bisa mengecek pemakaian listrik saya dan pengaduan klo ada masalah listrik di rumah saya, dan sekarang sdh bisa tambah daya dan pasang baru kwh bisa lewat aplikasi ini.. smoga PLN bisa memberikan yg terbaik buat pemakai listrik nya...","['mudah', 'gampang', 'mendownload', 'aplikasi', 'mengecek', 'pemakaian', 'listrik', 'pengaduan', 'kalo', 'listrik', 'rumah', 'daya', 'pasang', 'kwh', 'aplikasi', 'semoga', 'pln', 'terbaik', 'pemakai', 'listrik', 'nya']",mudah gampang mendownload aplikasi ecek pakai listrik adu kalo listrik rumah daya pasang kwh aplikasi moga pln baik pakai listrik nya
799,miftakhul ulum,5,2022-04-25 09:43:53,"Aplikasi yang sangat membantu, dan banyak fiturnya jadi tidak repot lagi kalau ada gangguan listrik tinggal lapor di aplikasi dan responya cepat","['aplikasi', 'membantu', 'fiturnya', 'repot', 'gangguan', 'listrik', 'tinggal', 'lapor', 'aplikasi', 'responya', 'cepat']",aplikasi bantu fiturnya repot ganggu listrik tinggal lapor aplikasi responya cepat
800,ali jaya,5,2022-04-25 09:32:24,Aplikasi ini sangat membantu banget....apalagi kalo ada gangguan mati lampu... ditambah LG sekarang ada market place nya...jozzz PLN mobile!!!,"['aplikasi', 'membantu', 'banget', 'gangguan', 'mati', 'lampu', 'ditambah', 'market', 'place', 'nya', 'jozz', 'pln', 'mobile']",aplikasi bantu banget ganggu mati lampu tambah market place nya jozz pln mobile
