,nama_user,rating,waktu,ulasan,preprocessing
845,Deni Multazam,5,2022-04-22 16:23:55,"Terima kasih atas respon dan penanganan, serta pelayanan yang diberikan. Mohon maaf, saya kritik lagi Aplikasi ini. Terutama untuk Menu Marketplace PLN, semoga kedepannya para Seller di Marketplace PLN bisa lebih cepat respon dan mempercepat pengiriman pesanan pelanggannya!! Karena saya kemarin order barang tgl 12/04/2022 tapi sampai hari ini belum dikirimkan!! Terima kasih atas respon dan pelayanan yang telah diberikan.","terima kasih atas respon dan penanganan, serta pelayanan yang diberikan. mohon maaf, saya kritik lagi aplikasi ini. terutama untuk menu marketplace pln, semoga kedepannya para seller di marketplace pln bisa lebih cepat respon dan mempercepat pengiriman pesanan pelanggannya!! karena saya kemarin order barang tgl 12/04/2022 tapi sampai hari ini belum dikirimkan!! terima kasih atas respon dan pelayanan yang telah diberikan."
846,Hary Purwoko Atmojo,3,2022-04-22 11:13:47,"Sy ubah ke bintang 3 dulu ya. Habis di telp cs pln, mau memperbaiki pelayanan soal pengisian token yg terpending. Sy ubah lg kalau nanti setelah melakukan transaksi dan langsung berhasil.","sy ubah ke bintang 3 dulu ya. habis di telp cs pln, mau memperbaiki pelayanan soal pengisian token yg terpending. sy ubah lg kalau nanti setelah melakukan transaksi dan langsung berhasil."
847,Mindo Grace Nauli Sinaga,5,2022-04-22 10:39:10,"Pelanggan sangat mudah dalam menggunakan aplikasi dan tidak ribet. Lalu, untuk pelayanannya juga bagus banget. Semoga PLN makin maju terus!🔥","pelanggan sangat mudah dalam menggunakan aplikasi dan tidak ribet. lalu, untuk pelayanannya juga bagus banget. semoga pln makin maju terus!🔥"
848,Agrina Tambunan,5,2022-04-22 10:22:27,"Aplikasi ini sangat membantu, apabila ada masalah jaringan, pemadaman listrik, dll respon nya sangat cepat. Pelayanannya juga cukup bagus dan lebih sigap","aplikasi ini sangat membantu, apabila ada masalah jaringan, pemadaman listrik, dll respon nya sangat cepat. pelayanannya juga cukup bagus dan lebih sigap"
849,Merlina Gustia,5,2022-04-22 10:17:17,"Aplikasi ini sangat membantu sekali..jadi mudah dan tidak ribet lagi mengurus masalah listrik. Terima kasih PLN telah memberikan kemudahan, semoga kedepannya lebih baik lagi..","aplikasi ini sangat membantu sekali..jadi mudah dan tidak ribet lagi mengurus masalah listrik. terima kasih pln telah memberikan kemudahan, semoga kedepannya lebih baik lagi.."
850,SUD JOKO,3,2022-04-22 10:05:55,Halo PLN minta info rencana mau tambah daya promo 150.000 dah beli produk marketpalace voucernya awal dah ada mau saya salin kode voucernya pln mobile keterangan sedang ada gangguan jaringan/system coba beberapa saat lagi..tetep gak bisa mohon solusinya pln terima kasih🙏🙏,halo pln minta info rencana mau tambah daya promo 150.000 dah beli produk marketpalace voucernya awal dah ada mau saya salin kode voucernya pln mobile keterangan sedang ada gangguan jaringan/system coba beberapa saat lagi..tetep gak bisa mohon solusinya pln terima kasih🙏🙏
851,Willian Heriawan,5,2022-04-22 09:46:41,"Kalau menurut saya ada aplikasi mobile ini memudahkan kita bisa isi token, gangguan, jadi gak perlu lagi kita ke kantor PLN untuk melaporkan gangguan tersebut","kalau menurut saya ada aplikasi mobile ini memudahkan kita bisa isi token, gangguan, jadi gak perlu lagi kita ke kantor pln untuk melaporkan gangguan tersebut"
852,Kristio WS,4,2022-04-22 09:33:27,"Harapan sy PLN dalam hal ini lebih pro aktif utk mencari pelanggan ICONNET, karena bukan tdk mungkin akan banyak pelanggan baru yg mendaftar Internet melalui ICONNET kalau dari segi promo lebih digalakkan. Karena tdk semua masyarakat tahu info tentang keberadaan ICONNET. Mohon ditindaklanjuti oleh divisi promo ICONNET. Terimakasih","harapan sy pln dalam hal ini lebih pro aktif utk mencari pelanggan iconnet, karena bukan tdk mungkin akan banyak pelanggan baru yg mendaftar internet melalui iconnet kalau dari segi promo lebih digalakkan. karena tdk semua masyarakat tahu info tentang keberadaan iconnet. mohon ditindaklanjuti oleh divisi promo iconnet. terimakasih"
853,Hermawan Wiguno,5,2022-04-22 09:12:48,"Aplikasinya mempermudah pelanggan, jika ada gangguan cepat ditanggapi dan jika ada pemadaman ada pemberitahuannya. Keren","aplikasinya mempermudah pelanggan, jika ada gangguan cepat ditanggapi dan jika ada pemadaman ada pemberitahuannya. keren"
854,Ahmed Seko,4,2022-04-22 08:53:49,"Hi developer, sejauh ini aplikasi nya sudah cukup bagus. Tetapi tolong untuk daftar metode pembayarannya ditambahkan untuk bank syariah tidak hanya bank konvensional.","hi developer, sejauh ini aplikasi nya sudah cukup bagus. tetapi tolong untuk daftar metode pembayarannya ditambahkan untuk bank syariah tidak hanya bank konvensional."
855,mahesi putri,5,2022-04-22 07:28:43,"Aplikasinya sangat membantu,bisa untuk perubahan daya, apalgi sedang ada promo. Mhn tingkatkan jumlah toko di marketplacenya ya.","aplikasinya sangat membantu,bisa untuk perubahan daya, apalgi sedang ada promo. mhn tingkatkan jumlah toko di marketplacenya ya."
856,Euis Nurani,5,2022-04-21 22:33:29,Sangat membantu. Terimakasih. Mempermudah pengaduan jika listrik padam Semoga terus bisa merespon cepat seperti sukses pln...,sangat membantu. terimakasih. mempermudah pengaduan jika listrik padam semoga terus bisa merespon cepat seperti sukses pln...
857,Berdiman,1,2022-04-21 21:17:12,"Aplikasi terlalu ribet ditengah era digital yg serba mudah tp dibuat rumit, kl mau bisnis melalui aplikasi boleh aja, tp hrus diperbaiki lg kualitas aplikasi nya","aplikasi terlalu ribet ditengah era digital yg serba mudah tp dibuat rumit, kl mau bisnis melalui aplikasi boleh aja, tp hrus diperbaiki lg kualitas aplikasi nya"
858,jaja andika,4,2022-04-21 21:02:55,"permohonan penyambungan baru,cepat.bagus,tapi sayang...saya mau aktivasi saldo PLN mobile susah dapat OTP. Dan sekarang,bulan April 2022 ini apli sering loading padahal jaringan full, info gangguan/ mati listrik pun tidak/ lambat. Tolong tingkatkan","permohonan penyambungan baru,cepat.bagus,tapi sayang...saya mau aktivasi saldo pln mobile susah dapat otp. dan sekarang,bulan april 2022 ini apli sering loading padahal jaringan full, info gangguan/ mati listrik pun tidak/ lambat. tolong tingkatkan"
859,Neng Rahmat,5,2022-04-21 17:45:51,"Allikasi bagus dan membantu bnget... Tapi usul saya jgn lagi keterangan nyala padahal dilapangan belum nyala..krna saya suka kesal gitu... Atau buat peningkatan kalau saya lapor trus ditanggapi dan dinyatakan nyala saya harus minta konfirmasi pelapor dlu akan kebenaran nya..krna ptugas kadang mnipulasi keterangan, bilang nya nyala sedangkan belum nyala","allikasi bagus dan membantu bnget... tapi usul saya jgn lagi keterangan nyala padahal dilapangan belum nyala..krna saya suka kesal gitu... atau buat peningkatan kalau saya lapor trus ditanggapi dan dinyatakan nyala saya harus minta konfirmasi pelapor dlu akan kebenaran nya..krna ptugas kadang mnipulasi keterangan, bilang nya nyala sedangkan belum nyala"
860,Isking Channel,4,2022-04-21 15:25:46,"Aplikasi nya sih bagus menurut saya mempermudah banget cuman orang lapangan nya yang tidak bagus masa pasang baru gak pake MCB di Kwh nya dengan alesan kehabisan terus udah 2 bulan lebih gak dipasang"" lagi parah","aplikasi nya sih bagus menurut saya mempermudah banget cuman orang lapangan nya yang tidak bagus masa pasang baru gak pake mcb di kwh nya dengan alesan kehabisan terus udah 2 bulan lebih gak dipasang"" lagi parah"
861,TEGUH ARFI,2,2022-04-21 14:29:36,"Jujur saya udah lama pakai aplikasi ini , sangat membantu dan memudahkan untuk setiap permasalahan di kelistrikan saya , tapi nggak tau kenapa udah beberapa hari ini setiap saya klik pengaduan listrik padam pasti nggak bisa dan tertera kata data kosong..","jujur saya udah lama pakai aplikasi ini , sangat membantu dan memudahkan untuk setiap permasalahan di kelistrikan saya , tapi nggak tau kenapa udah beberapa hari ini setiap saya klik pengaduan listrik padam pasti nggak bisa dan tertera kata data kosong.."
862,Mama Ganeshanty TK B2 06,2,2022-04-21 13:37:39,"Kebanyakan iklan, bikin lemot aja. Bisa g sih fokus menu pelayanannya di utamakan. Buang2 waktu","kebanyakan iklan, bikin lemot aja. bisa g sih fokus menu pelayanannya di utamakan. buang2 waktu"
863,Frans j r Hanz,3,2022-04-21 10:44:53,"Aplikasi sdah bagus dan lancar,tpi pas coba yg BETA, pembelian token atau pembayaran tagihan listrik untuk bukti pembayaran sangat lama..menunggu,bahkan sampai kadaluarsa ...padahal sdh bayar di mobile banking online dan berhasil..harus lewat menu bantuan lagi minta bukti pembayarannya,yg antrinya lumayan lama..semoga di perbaiki sebelum di launching","aplikasi sdah bagus dan lancar,tpi pas coba yg beta, pembelian token atau pembayaran tagihan listrik untuk bukti pembayaran sangat lama..menunggu,bahkan sampai kadaluarsa ...padahal sdh bayar di mobile banking online dan berhasil..harus lewat menu bantuan lagi minta bukti pembayarannya,yg antrinya lumayan lama..semoga di perbaiki sebelum di launching"
864,Pio Yusuf,1,2022-04-21 09:16:22,"Saya pikir ini memudahkan .. tertanya tdk , appnya loding , saya ingin mengajukan keluhan token yg gagal trs .. tapi appnya loading trs ... Mohon di perbaiki lagi ...","saya pikir ini memudahkan .. tertanya tdk , appnya loding , saya ingin mengajukan keluhan token yg gagal trs .. tapi appnya loading trs ... mohon di perbaiki lagi ..."
865,imam nuriman,1,2022-04-21 08:36:09,Isi token di pln mobile via va bca udah di tf berhasil namun di app tetep aja menunggu pembayaran sampe sekarang ga muncul nomor token nya. Jujur kapok gak bakal lagi isi token lewat ni app.,isi token di pln mobile via va bca udah di tf berhasil namun di app tetep aja menunggu pembayaran sampe sekarang ga muncul nomor token nya. jujur kapok gak bakal lagi isi token lewat ni app.
866,Dien Technik,3,2022-04-21 08:28:09,"Sebenarnya simpel untuk pengaduan gangguan, tapi sangat kecewa pas beli token sudah lanjut pembayaran dan sudah sya bayar pakai va BCA tapi token gak dapat dan notiv nya masih nunggu pembayaran","sebenarnya simpel untuk pengaduan gangguan, tapi sangat kecewa pas beli token sudah lanjut pembayaran dan sudah sya bayar pakai va bca tapi token gak dapat dan notiv nya masih nunggu pembayaran"
867,Hamsudi Hamka,5,2022-04-21 06:52:44,"Mantap sudah pelayanannya, permasalahan profile no hp sudah berhasil saya update dengan otp, semoga makin baik kedepannya, terima kasih dan sukses selalu","mantap sudah pelayanannya, permasalahan profile no hp sudah berhasil saya update dengan otp, semoga makin baik kedepannya, terima kasih dan sukses selalu"
868,Aisyah Alfiona,1,2022-04-21 05:48:45,"Saya kecewa beli token di aplikasi ini, sudah melakukan pembayaran tapi di aplikasi keterangannya masih menunggu pembayaran. Sedangkan token listrik dirumah saya sudah bunyi, saya beli yg 200.000 tapi blm dapat kode token nya. Sudah saya hubungin cs nya tapi yg jawab robot terus tidak ada solusinya kah....","saya kecewa beli token di aplikasi ini, sudah melakukan pembayaran tapi di aplikasi keterangannya masih menunggu pembayaran. sedangkan token listrik dirumah saya sudah bunyi, saya beli yg 200.000 tapi blm dapat kode token nya. sudah saya hubungin cs nya tapi yg jawab robot terus tidak ada solusinya kah...."
869,Bayu Permadi,1,2022-04-21 05:31:17,"Aplikasi setelah di update setelah melakukan pembayaran via virtual akun malah ga terverifikasi.. saya sudah bayar menunggu 30 menit lebih token belum masuk juga, listrik di rumah saya keburu mati, cs di chat juga ga ada respon","aplikasi setelah di update setelah melakukan pembayaran via virtual akun malah ga terverifikasi.. saya sudah bayar menunggu 30 menit lebih token belum masuk juga, listrik di rumah saya keburu mati, cs di chat juga ga ada respon"
870,Cagar Edelweis,1,2022-04-21 04:00:13,"pembelian via virtual account prosesnya lama,sampai kadaluarsa,saldo di rekening berkurang,tp stroom token tidak dapat.. sebelumnya sudah 3x saya lakukan transaksi ini berhasil","pembelian via virtual account prosesnya lama,sampai kadaluarsa,saldo di rekening berkurang,tp stroom token tidak dapat.. sebelumnya sudah 3x saya lakukan transaksi ini berhasil"
871,Adhy Ariadi,4,2022-04-21 03:44:02,"Karena pemberitahuan pemadam listriknya sering lambat, jadi bintangnya 4 dulu. Kalau sudah lebih cepat informasi daripada padamnya listrik, nanti di tambah bintang lagi. Ok?","karena pemberitahuan pemadam listriknya sering lambat, jadi bintangnya 4 dulu. kalau sudah lebih cepat informasi daripada padamnya listrik, nanti di tambah bintang lagi. ok?"
872,Bebek goreng Solo Bali,1,2022-04-21 03:30:04,"Beli token di aplikasi ini cuma di php, sudah transfer pembayaran tapi token tidak juga di kirim dan status pembelian sudah kadaluarsa, suruh melakukan pembelian token lagi.. Mengirim keluhan ke contact service juga gk ada respon sama sekali, yg jawab cuma robot, uang juga belum kembali.. Lebih baik beli token lewat fl*p, cepat dan biaya admin cuma 500 rupiah..","beli token di aplikasi ini cuma di php, sudah transfer pembayaran tapi token tidak juga di kirim dan status pembelian sudah kadaluarsa, suruh melakukan pembelian token lagi.. mengirim keluhan ke contact service juga gk ada respon sama sekali, yg jawab cuma robot, uang juga belum kembali.. lebih baik beli token lewat fl*p, cepat dan biaya admin cuma 500 rupiah.."
873,Abdul Kodir,3,2022-04-20 22:48:20,"Sebelum aplikasi di update saya bisa kasih bintang 5, tapi setelah di update malah kurang responsif, saat beli Token sudah bayar di mitra banknya, tapi aplikasi masih tercatat ""menunggu pembayaran"", walhasil listrik keburu mati ...","sebelum aplikasi di update saya bisa kasih bintang 5, tapi setelah di update malah kurang responsif, saat beli token sudah bayar di mitra banknya, tapi aplikasi masih tercatat ""menunggu pembayaran"", walhasil listrik keburu mati ..."
874,arry ikalangsida,1,2022-04-20 22:36:28,"Layanan payah, status pengaduan sudah nyala padahal belum menyala dan tidak ada seorang petugas pun yang datang, ketika dihubungi lagi layanan 123 malah dibuatkan pengaduan ulang tetapi tiba² dibatalkan pengaduan saya...gk jelas juga aplikasi ini..👎👎👎 Saya telpn kembali 123, responnya hanya akan kami konfirmasi kembali....namun gak ada juga petugas yang datang..👎👎👎","layanan payah, status pengaduan sudah nyala padahal belum menyala dan tidak ada seorang petugas pun yang datang, ketika dihubungi lagi layanan 123 malah dibuatkan pengaduan ulang tetapi tiba² dibatalkan pengaduan saya...gk jelas juga aplikasi ini..👎👎👎 saya telpn kembali 123, responnya hanya akan kami konfirmasi kembali....namun gak ada juga petugas yang datang..👎👎👎"
875,RR Riau Rohul,3,2022-04-20 22:11:37,"Agak lelet, pertama beli token lewat VA di mobile banking sukses, di PLN Mobile kurang lebih 30menit baru muncul token nya. Kerna kelamaan jadi beli lagi di apk lain, cuma agak boros, mohon dong perbaiki, karna ini sesuai kelistrikan seharusnya harus lebih cepat dari yg lain.","agak lelet, pertama beli token lewat va di mobile banking sukses, di pln mobile kurang lebih 30menit baru muncul token nya. kerna kelamaan jadi beli lagi di apk lain, cuma agak boros, mohon dong perbaiki, karna ini sesuai kelistrikan seharusnya harus lebih cepat dari yg lain."
876,Ungke Sanger,1,2022-04-20 21:18:34,"Aplikasi perlu ditingkatkan lagi!!! Dikolom komentar LIVE CHAT kita sulit untuk mengetik, sekalipun cache sudah dibersihkan. Saya juga sudah membeli token listrik via Gopay, tapi lama diproses oleh pihak PLN Mobile. Padahal diakun gopay sudah sukses pembayaran!!!!!!","aplikasi perlu ditingkatkan lagi!!! dikolom komentar live chat kita sulit untuk mengetik, sekalipun cache sudah dibersihkan. saya juga sudah membeli token listrik via gopay, tapi lama diproses oleh pihak pln mobile. padahal diakun gopay sudah sukses pembayaran!!!!!!"
877,Akun Ku,3,2022-04-20 20:41:09,"Saya mengaku¡ apl¡kasinya bagus. Tapi tolong diperbaiki lagi,dikarenakan notifikas¡ pemadaman listrik tidak mucul saat pemadaman listrik Mohon diperbaiki lagi !!!","saya mengaku¡ apl¡kasinya bagus. tapi tolong diperbaiki lagi,dikarenakan notifikas¡ pemadaman listrik tidak mucul saat pemadaman listrik mohon diperbaiki lagi !!!"
878,AZKA TV,1,2022-04-20 20:35:26,"Aplikasi ini menyebalkan, belanja token listrik di mobile banking sudah sukses tetapi di aplikasi ini belum muncul tokennya pelanggan kecewa saldo susah kebawa 100 ribu. Payah","aplikasi ini menyebalkan, belanja token listrik di mobile banking sudah sukses tetapi di aplikasi ini belum muncul tokennya pelanggan kecewa saldo susah kebawa 100 ribu. payah"
879,adi haaa,1,2022-04-20 20:27:57,"Sudah melakukan pembayaran dan berhasil. Tapi, nomor token belum keluar/transaksi masih proses. Padahal lagi perlu betul.","sudah melakukan pembayaran dan berhasil. tapi, nomor token belum keluar/transaksi masih proses. padahal lagi perlu betul."
880,KARYONO KARYONO,5,2022-04-20 19:51:53,"Terima kasih untuk aplikasi sangat membantu,,, cuma saran saja untuk menu bantuan chat saya tidak bisa ketik balasan, tapi saya Copy dari notepad dan tempel baru kirim.. mohon di perbaiki....","terima kasih untuk aplikasi sangat membantu,,, cuma saran saja untuk menu bantuan chat saya tidak bisa ketik balasan, tapi saya copy dari notepad dan tempel baru kirim.. mohon di perbaiki...."
881,Desta Edo,5,2022-04-20 18:19:35,"Menurut saya semenjak ada nya aplikasi ini, sangat membantu, dan klo ada pemadaman listrik, masalah jaringan, dll respon nya lebih cepat , dibandingkan dengan kita lapor ke unit terdekat yang ada cuma tlp ngk diangkat dan lambat, tapi dengan apk ini saya saluttt👍👍","menurut saya semenjak ada nya aplikasi ini, sangat membantu, dan klo ada pemadaman listrik, masalah jaringan, dll respon nya lebih cepat , dibandingkan dengan kita lapor ke unit terdekat yang ada cuma tlp ngk diangkat dan lambat, tapi dengan apk ini saya saluttt👍👍"
882,Alex Kintil,1,2022-04-20 17:06:34,"Min tolong di perbaiki masalah transaksi nya saya baru saja membayar tagihan listrik lewat aplikasi PLN MOBILE sudah saya bayar tetapi di aplikasi keterangan menunggu pembayaran padahal sudah saya bayar, saya cek menggunakan aplikasi dana tertulis tagihan sudah di bayar. Mohon di perbaiki kalo sudah saya kasih bintang 5","min tolong di perbaiki masalah transaksi nya saya baru saja membayar tagihan listrik lewat aplikasi pln mobile sudah saya bayar tetapi di aplikasi keterangan menunggu pembayaran padahal sudah saya bayar, saya cek menggunakan aplikasi dana tertulis tagihan sudah di bayar. mohon di perbaiki kalo sudah saya kasih bintang 5"
883,M. Fuadi Aziz Muri,4,2022-04-20 16:57:25,"Sekarang tiap beli token lewat nomer briva di apk ini jadi lambat masuk tokennya, padahal sudah terbayar tapi token tidak kunjung masuk dan keterangan lunas di aplikasi ini jadi lambat muncul, kurang optimal","sekarang tiap beli token lewat nomer briva di apk ini jadi lambat masuk tokennya, padahal sudah terbayar tapi token tidak kunjung masuk dan keterangan lunas di aplikasi ini jadi lambat muncul, kurang optimal"
884,Syafriyan P. Tingga,1,2022-04-20 16:33:42,Pembelian tokennya lama banget. Sdh lama ditransfer tapi nomor token listriknya belum muncul2. Harap dibenahi. Masa aplikasi PLN kalah dengan aplikasi lainnya yang menyediakan token listrik juga,pembelian tokennya lama banget. sdh lama ditransfer tapi nomor token listriknya belum muncul2. harap dibenahi. masa aplikasi pln kalah dengan aplikasi lainnya yang menyediakan token listrik juga
885,Arief Hidayatullah,3,2022-04-20 15:50:45,"Saya beri apresiasi untuk untuk PLN yang memberikan kemudahan kepada pelanggan. Namun baru saya coba, untuk pembelian pertama token ini, memerlukan waktu yang lama untuk transaksi selesai dan sukses. Mohon untuk d perbaiki kembali","saya beri apresiasi untuk untuk pln yang memberikan kemudahan kepada pelanggan. namun baru saya coba, untuk pembelian pertama token ini, memerlukan waktu yang lama untuk transaksi selesai dan sukses. mohon untuk d perbaiki kembali"
886,jimmy febrianto,3,2022-04-20 14:43:26,"koneksi ke marketplace sangat lambat dan interface nya kurang interaktif. Untuk dicatat : RAM HP saya 8 GB, streaming youtube lancar, main game MOBA aman, tp buka aplikasi PLN ga sanggup","koneksi ke marketplace sangat lambat dan interface nya kurang interaktif. untuk dicatat : ram hp saya 8 gb, streaming youtube lancar, main game moba aman, tp buka aplikasi pln ga sanggup"
887,anshori,1,2022-04-20 14:42:23,"Pernah transaksi lewat sini, bingung keunggulanya apa, udah lama token ga kluar2, pdahal transaksi virtual account udah beres, harga lrbi mahal dari beli langsung ke bank,...","pernah transaksi lewat sini, bingung keunggulanya apa, udah lama token ga kluar2, pdahal transaksi virtual account udah beres, harga lrbi mahal dari beli langsung ke bank,..."
888,Didin Uye,3,2022-04-20 13:35:35,"Kasih bintang 3 dulu, soalnya setelah di update makin susah dibuka, promo tambah daya di marketplace susah dibuka, belum juga dapat kode voucher karna belum dikonfirm sama pelapak, karna pelapak juga g bisa connect k marketplace PLN mobile.. Klau sdh normal nanti kasih ⭐5 lagi","kasih bintang 3 dulu, soalnya setelah di update makin susah dibuka, promo tambah daya di marketplace susah dibuka, belum juga dapat kode voucher karna belum dikonfirm sama pelapak, karna pelapak juga g bisa connect k marketplace pln mobile.. klau sdh normal nanti kasih ⭐5 lagi"
889,Recky Ferdian,4,2022-04-20 03:26:25,"Untuk kemajuan nya Sorang bagus banget ada PLN mobile, cuma yg saya bingung, sudah 2x ini nomor di aplikasi PLN mobile berubah sendiri, padahal saya gak merubah nya, kenapa bisa begitu aneh banget.","untuk kemajuan nya sorang bagus banget ada pln mobile, cuma yg saya bingung, sudah 2x ini nomor di aplikasi pln mobile berubah sendiri, padahal saya gak merubah nya, kenapa bisa begitu aneh banget."
890,Tohir Ainun,5,2022-04-19 22:25:31,"Secara keseluruhan appnya sdh baik,Namun setelah lambatnya penanganan kendala iconnet yg kami alami,4 x 24jam baru ada tindakan,Namun sekarang baru tau kalo tehnisi yg ada dilapangan masih terbatas.dan itu menjadi PR sendiri buat perusahaan.Semoga perusahaan ini segera membenahi kasus² trobel yg ada ,terutama iconnet. Terimakasih..","secara keseluruhan appnya sdh baik,namun setelah lambatnya penanganan kendala iconnet yg kami alami,4 x 24jam baru ada tindakan,namun sekarang baru tau kalo tehnisi yg ada dilapangan masih terbatas.dan itu menjadi pr sendiri buat perusahaan.semoga perusahaan ini segera membenahi kasus² trobel yg ada ,terutama iconnet. terimakasih.."
891,Sutomo,2,2022-04-19 19:54:09,"Cara kerja Petugas lapangan tidak profesional & cara bicara juga tidak profesional, saya sudah melakukan 2x komplain masalah token karena tidak bisa isi token listriknya, sampai 2x datang juga tidak terselesaikan juga..","cara kerja petugas lapangan tidak profesional & cara bicara juga tidak profesional, saya sudah melakukan 2x komplain masalah token karena tidak bisa isi token listriknya, sampai 2x datang juga tidak terselesaikan juga.."
892,Arie,1,2022-04-19 19:52:01,"Kurang canggih dan kurang lengkap, 20 - 30 tahun yang lalu jika bayar rekening listrik pascabayar sangat lengkap rinciannya, jadi masyarakat tahu, ada meter awal ada meter akhir, harga per kwhnya berapa, Ppj nja berapa, biaya dendanya ada jika nunggak Sudah itu aja dulu, aku gak perlu kasih tahu lebih banyak lagi PLN pasti lebih mengerti","kurang canggih dan kurang lengkap, 20 - 30 tahun yang lalu jika bayar rekening listrik pascabayar sangat lengkap rinciannya, jadi masyarakat tahu, ada meter awal ada meter akhir, harga per kwhnya berapa, ppj nja berapa, biaya dendanya ada jika nunggak sudah itu aja dulu, aku gak perlu kasih tahu lebih banyak lagi pln pasti lebih mengerti"
893,Kelola Inspirasi,5,2022-04-19 19:05:05,Sy mau daftar sambung baru daerah utk rumah kost tangerang selatan ..maksudnya data diisi IML maksudnya apa ya ..jika dikosongkan tdk bisa ..kalau isi minta no instalasi dan lembaga inspeksi instalasi ....mohon bantuan apakah itu harus bayar krn instalasi sudah dipasang ...terimakasih,sy mau daftar sambung baru daerah utk rumah kost tangerang selatan ..maksudnya data diisi iml maksudnya apa ya ..jika dikosongkan tdk bisa ..kalau isi minta no instalasi dan lembaga inspeksi instalasi ....mohon bantuan apakah itu harus bayar krn instalasi sudah dipasang ...terimakasih
894,Irma Yani,5,2022-04-19 17:35:25,"Alhamdulillah,untung ada aplikasi ini.udah sempat bingung dan sedih isi token 300k. Dan bisa teratasi berkat aplikasi ini.respon sangat cepat.makasih PLN mobile🙏🙏🙏☺️☺️","alhamdulillah,untung ada aplikasi ini.udah sempat bingung dan sedih isi token 300k. dan bisa teratasi berkat aplikasi ini.respon sangat cepat.makasih pln mobile🙏🙏🙏☺️☺️"
895,YUNIARTA PUTU,5,2022-04-19 15:16:50,"Setelah proses pendaftaran pasang baru dan tambah daya memakai aplikasi PLN MOBILE saya sudah daftar untuk va Bank BRI melakukan pembayaran di bilang nomer va tidak terdaftar bagaimana ini cara pembayaran yang hanya di terima bri va, ovo,gopay sedangkan saya bisa bayar pakai bri va","setelah proses pendaftaran pasang baru dan tambah daya memakai aplikasi pln mobile saya sudah daftar untuk va bank bri melakukan pembayaran di bilang nomer va tidak terdaftar bagaimana ini cara pembayaran yang hanya di terima bri va, ovo,gopay sedangkan saya bisa bayar pakai bri va"
896,Reyhan Jaya,5,2022-04-19 13:52:39,aplikasi yang mantap ada komplen lgsg bisa teratasi.dan sekarang PLN makin bagus pelayanannya.dan sekarang kalo komplen2 gak perlu telp lagi deh ngirit pulsa pake aplikasi beres dan bisa chat dengan CSnya.,aplikasi yang mantap ada komplen lgsg bisa teratasi.dan sekarang pln makin bagus pelayanannya.dan sekarang kalo komplen2 gak perlu telp lagi deh ngirit pulsa pake aplikasi beres dan bisa chat dengan csnya.
897,KEN TANG,1,2022-04-19 09:54:33,"Setelah update,, tidak bisa buat laporan menggunakan titik lokasi.. Tolong dibantu untuk perbaikan aplikasinya","setelah update,, tidak bisa buat laporan menggunakan titik lokasi.. tolong dibantu untuk perbaikan aplikasinya"
898,Nafisa Mamah,5,2022-04-19 07:54:05,Kenapa sekarang ga bisa lihat historis penggunaan syang sekali.. Alhamdulillah sekarang mah udah bisa dan aq kasih bintang 5 deh karena memang memudahkan banget buat kita.. bisa catat meter sendiri dan hasilnya pun akurat...👍 Terimakasih PLN mobile sudah memudahkan kita.,kenapa sekarang ga bisa lihat historis penggunaan syang sekali.. alhamdulillah sekarang mah udah bisa dan aq kasih bintang 5 deh karena memang memudahkan banget buat kita.. bisa catat meter sendiri dan hasilnya pun akurat...👍 terimakasih pln mobile sudah memudahkan kita.
899,Amin Susilawan,2,2022-04-18 20:22:20,"Aplikasi kurang respponsif, tunggu loading terlalu lama dan hasilnya error. Terutama marketplace nya sptnya ga niat jualan. Stock kosong sebaiknya tdk usah ditampilkan, produknya juga hanya segelintir saja. Kalau bukan karena promo, mungkin ga ada yg mampir. Tolong diperbaiki, atau ditutup dahulu sementara waktu. Terimakasih","aplikasi kurang respponsif, tunggu loading terlalu lama dan hasilnya error. terutama marketplace nya sptnya ga niat jualan. stock kosong sebaiknya tdk usah ditampilkan, produknya juga hanya segelintir saja. kalau bukan karena promo, mungkin ga ada yg mampir. tolong diperbaiki, atau ditutup dahulu sementara waktu. terimakasih"
900,sayki zozora,2,2022-04-18 19:44:27,"ahhh, membingungkan.. belum siap kayanya aplikasi nya.. mening kaya dulu, ke call center 123, sigap, cepat... aplikasi nya masih ribet, coba kalo yg belum buat NPWP & bank buat pembayaran nya ko ngk banyak pilihan nya.. sayang, masa PLN segitu besar nya aplikasi nya masih setengah2..","ahhh, membingungkan.. belum siap kayanya aplikasi nya.. mening kaya dulu, ke call center 123, sigap, cepat... aplikasi nya masih ribet, coba kalo yg belum buat npwp & bank buat pembayaran nya ko ngk banyak pilihan nya.. sayang, masa pln segitu besar nya aplikasi nya masih setengah2.."
901,Deo siregar,5,2022-04-18 16:19:57,Aplikasinya bagus dan friendly untuk digunakan. pelayanan PLN semoga bisa lebih baik. Untuk jadi masukan perbaikan jangka panjang harus dilakukan.,aplikasinya bagus dan friendly untuk digunakan. pelayanan pln semoga bisa lebih baik. untuk jadi masukan perbaikan jangka panjang harus dilakukan.
